function_id,status,severity,as_of,excel_builds_judged,rows_judged,rows_agree,worst_ulp,exact_domain_note,kernel_story_ref,blocked_by,evidence_refs
FUNC.NPV,divergent,last_bit,2026-07-12,pre-20430 (20026..20326; per-row build in evidence),900,636,4,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6); no exact candidate",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.NUMBERVALUE,unverified,,,,,,,"July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; conflict: July map said consistent, stock take says unverified; stock take wins; Cat-1 locale seam; July runs returned #VALUE! at the seam (TEXT 0/78); judge under a pinned locale (W111-11)",,harness:locale,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.OCT2BIN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OCT2DEC,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.OCT2HEX,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ODD,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ODDFPRICE,divergent,unmeasured,2026-07-14,pre-20430 (20026..20326; per-row build in evidence),15,15,,"July structural_bug_open via BUG-FUNC-032; streams now validated_local (fix not re-judged live): re-judge in W111-6; 30/360 exact (10/10 + 5/5); actual bases not yet exact per stock take, docs disagree (W111-10: measure)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-032;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.ODDFYIELD,divergent,gross,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,3700000,July structural_bug_open via BUG-FUNC-032; streams now validated_local (fix not re-judged live): re-judge in W111-6; catalog G6-04: 62k to 3.7M ULP; shares the YIELD solver,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-032;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G6-04
FUNC.ODDLPRICE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ODDLYIELD,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OFFSET,unverified,,,,,,,July harness_pending: reference-return: OxCalc integration conformance lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.OP_ADD,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_CONCAT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_DIVIDE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_EQUAL,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_GREATER_EQUAL,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_GREATER_THAN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_INTERSECTION_REF,unverified,,,,,,,July harness_pending: reference-materialisation: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.OP_LESS_EQUAL,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_LESS_THAN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_MULTIPLY,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_NEGATE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_NOT_EQUAL,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_PERCENT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_POWER,consistent,,2026-07-04,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); shares the POWER kernel; no separate operator count",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.OP_RANGE_REF,unverified,,,,,,,July harness_pending: reference-materialisation: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.OP_SPILL_REF,unverified,,,,,,,July harness_pending: spill-anchor host context: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.OP_SUBTRACT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_TRIM_REF_BOTH,unverified,,,,,,,July harness_pending: newest range-trim syntax + spill context: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.OP_TRIM_REF_LEADING,unverified,,,,,,,July harness_pending: newest range-trim syntax + spill context: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.OP_TRIM_REF_TRAILING,unverified,,,,,,,July harness_pending: newest range-trim syntax + spill context: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.OP_UNARY_PLUS,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.OP_UNION_REF,unverified,,,,,,,July structural_bug_open via BUG-FUNC-003; streams now handed_off (fix not re-judged live): re-judge in W111-6,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-003
FUNC.OR,divergent,structural,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: consistent below, open catalog row G1-02 above; catalog wins; catalog G1-02: direct text other than TRUE/FALSE raises #VALUE! where Excel ignores it; fix owned by oxf-xvt5.15",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G1-02
FUNC.PDURATION,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),80,80,0,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); split-LN form",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.PEARSON,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.PERCENTILE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.PERCENTILE.EXC,divergent,unmeasured,2026-05-28,pre-20430 (20026..20326; per-row build in evidence),,,,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open
FUNC.PERCENTILE.INC,divergent,unmeasured,2026-05-28,pre-20430 (20026..20326; per-row build in evidence),,,,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open
FUNC.PERCENTOF,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.PERCENTRANK,divergent,unmeasured,2026-05-04,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021
FUNC.PERCENTRANK.EXC,divergent,unmeasured,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021
FUNC.PERCENTRANK.INC,divergent,unmeasured,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021
FUNC.PERMUT,consistent,,2026-07-12,pre-20430 (20026..20326; per-row build in evidence),702,702,0,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); held-out split not published",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.PERMUTATIONA,divergent,unmeasured,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-027; stream status open,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027
FUNC.PHI,consistent,,2026-07-20,pre-20430 (20026..20326; per-row build in evidence),764,764,0,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6); conflict: July map said divergent, stock take says consistent; stock take wins",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.PI,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.PIVOTBY,unverified,,,,,,,July excluded: callable / pivot aggregation form,,harness:lambda,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.PMT,divergent,unmeasured,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,,"July numeric_drift_open via BUG-FUNC-015; stream status investigating; catalog G6-01: expm1 |tau|<1 double-rounding wall; live PMT 10,801/13,752",,wall:pmt-expm1,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-015;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G6-01;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.POISSON,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),56,38,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says divergent; stock take wins; k=0 34,000+ exact; k=1 / small lambda 38/56 live, sqrt staging",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.POISSON.DIST,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),56,38,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says divergent; stock take wins; as POISSON",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.POWER,consistent,,2026-07-04,pre-20430 (20026..20326; per-row build in evidence),715,715,0,"July numeric_drift_open via BUG-FUNC-027; stream status open; conflict: July map said divergent, stock take says consistent; stock take wins; 715/715 is the fitted matrix; b24 11,045/11,045; re-race 33,145/33,145",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.PPMT,divergent,unmeasured,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,,"July numeric_drift_open via BUG-FUNC-015; stream status investigating; catalog G6-01: expm1 |tau|<1 double-rounding wall; live PMT 10,801/13,752",,wall:pmt-expm1,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-015;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G6-01;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.PRICE,divergent,last_bit,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,1,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: consistent below, open catalog row G6-03d above; catalog wins; catalog G6-03d: Actual/360 and Actual/365: all residuals exactly -1 ULP (564/600)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G6-03d
FUNC.PRICEDISC,divergent,numeric,2026-09-25,20430,2400,1586,111,"W111 G8-05 YEARFRAC basis-1 fix and first live judging of the shared day-count users, two fresh corpora: 1586/2400 on build 20430, misses {'last_bit': 766, 'numeric': 48}; was consistent; earlier: July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,docs/function-lane/evidence/w111-g8-yearfrac-20260925/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.PRICEMAT,consistent,,2026-09-24,20430,1204,1204,0,"W111-5 fresh corpus 2026-09-24 on build 20430 (smart-fuzzer/tools/w111/gen_w111_5_batches.py seed 20260924): 1204/1204, all rows agree; was unverified; earlier: July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says unverified; stock take wins; July map bit_exact_observed but one witness only (W111-5)",,,docs/function-lane/evidence/w111-5-20260924/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.PROB,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.PRODUCT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.PROPER,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.PV,consistent,,2026-07-12,pre-20430 (20026..20326; per-row build in evidence),48,48,0,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.QUARTILE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.QUARTILE.EXC,divergent,unmeasured,2026-05-28,pre-20430 (20026..20326; per-row build in evidence),,,,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open
FUNC.QUARTILE.INC,divergent,unmeasured,2026-05-28,pre-20430 (20026..20326; per-row build in evidence),,,,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open
FUNC.QUOTIENT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.RADIANS,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.RAND,unverified,,,,,,,July harness_pending: statistical-profile harness built (v0 consistent); not bit-exact by nature,,harness:random,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.RANDARRAY,unverified,,,,,,,July harness_pending: statistical-profile harness built (v0 consistent); not bit-exact by nature,,harness:random,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.RANDBETWEEN,unverified,,,,,,,July harness_pending: statistical-profile harness built (v0 consistent); not bit-exact by nature,,harness:random,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.RANK,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.RANK.AVG,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.RANK.EQ,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.RATE,divergent,numeric,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,586,July numeric_drift_open via BUG-FUNC-009; streams now validated_local (fix not re-judged live): re-judge in W111-6; catalog G6-05: best 2/256; mortgage witness 586 ULP; nper=1 wall,,wall:irr-rate-solver,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-009;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G6-05;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.RECEIVED,divergent,numeric,2026-09-25,20430,2400,2234,53,"W111 G8-05 YEARFRAC basis-1 fix and first live judging of the shared day-count users, two fresh corpora: 2234/2400 on build 20430, misses {'last_bit': 155, 'numeric': 11}; was consistent; earlier: July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,docs/function-lane/evidence/w111-g8-yearfrac-20260925/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.REDUCE,unverified,,,,,,,July excluded: callable (lambda) argument,,harness:lambda,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.REGEXEXTRACT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.REGEXREPLACE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.REGEXTEST,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.REGISTER.ID,unverified,,,,,,,July excluded: host: external DLL registration,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.REPLACE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.REPLACEB,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.REPT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.RIGHT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.RIGHTB,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ROMAN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.ROUND,divergent,gross,2026-09-25,20430,611,604,180143985094819,"W111 ROUND half-way probe (611 rows): 604/611 on build 20430, misses {'gross': 7}; was consistent; earlier: July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,docs/function-lane/evidence/w111-round-probe-20260925/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ROUNDDOWN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ROUNDUP,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ROW,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ROWS,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.RRI,divergent,unmeasured,2026-08-20,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says divergent; stock take wins; 5536/5536 on the kernel corpus; RRI vs POWER 5/6 (W111-10)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.RSQ,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.RTD,unverified,,,,,,,July excluded: host: real-time data provider,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.SCAN,unverified,,,,,,,July excluded: callable (lambda) argument,,harness:lambda,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.SEARCH,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SEARCHB,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.SEC,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),8,8,0,"July numeric_drift_open via BUG-FUNC-027; stream status open; conflict: July map said divergent, stock take says consistent; stock take wins; small corpus",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
